listing_id,listing_title,latitude,longitude,location_name,number_reviews,average_rating,average_nightly_price,nightly,weekend_night,property_protection_fee,cleaning_fee,tax_rate,min_stay,sleeps,bedrooms,bathrooms,property_type,internet,member_since,response_time,response_rate,calendar_last_updated,type,floor,sq_footage,max_occupancy,building_type,city
353201ha,Modern Studio Haven in Quiet Cul-de-sac,40.6804743,-73.9351033,"Bedford-Stuyvesant, Brooklyn, NY, USA",37,4.6,100,,,,,,4,3,Studio,1,apartment,Yes,2010,Within an hour,,"June 5, 2017",apartment,,,3,,New York
3926833ha,"5 Bedroom 3 Bathroom Residence - 2,500 Square Ft. Sleeps 10",,,"Lower Manhattan, New York, NY, USA",48,4.9,928,,,,,,3,10,5,3,apartment,Yes,2015,Within a few hours,,"June 6, 2017",apartment,5,2500,10,,New York
240675ha,Charming 3 Bedroom/2Bath Duplex Apartment in Quiet Cul-de-sac,40.680691,-73.935513,"Bedford-Stuyvesant, Brooklyn, NY, USA",59,4.7,271,,,,,,4,9,3,2,apartment,Yes,2010,Within an hour,,"June 6, 2017",apartment,3,1400,9,house,New York
4227371ha,Sydni's Patch Near Manhattan,40.684658,-73.955302,"Bedford-Stuyvesant, Brooklyn, NY, USA",20,4.8,144,140,150,,,,5,6,2,1,apartment,Yes,2016,Within a few days,40%,"June 6, 2017",apartment,4,,6,building,New York
3478776ha,LUXURY TWO BED/TW0 BATH CHELSEA HIGH RISE PENTHOUSE,40.745583,-73.991396,"Midtown, New York, NY, USA",69,4.9,590,595,,,,,3,5,2,2,apartment,Yes,2007,Within a few days,50%,"June 5, 2017",apartment,,1200,5,building,New York
324686ha,Charming 1 Bedroom Apartment in Quiet Cul-de-sac,40.6804743,-73.9351033,"Bedford-Stuyvesant, Brooklyn, NY, USA",26,4.8,120,,,,,,4,4,1,1,apartment,Yes,2010,Within an hour,,"June 6, 2017",apartment,,750,4,,New York
750325,Luxurious Doorman Building-2 Bedroom-Lincoln Center-Gym-Columbus Circle,40.77526714,-73.98715641,"Lincoln Square, New York, NY, USA",13,4.8,400,,,,,,5,6,2,1,apartment,Yes,2014,,,"June 6, 2017",apartment,12,875,6,,New York
3002032ha,"Charming, Spacious Two-Bedroom Brownstone Apartment with Garden",40.828999,-73.9419023,"Upper Manhattan, New York, NY, USA",70,4.8,205,200,225,,,,3,6,2,1,apartment,Yes,2012,Within a day,90%,"June 6, 2017",apartment,0,1200,6,,New York
907166ha,Charming 1 Bedroom Apartment in Quiet Cul-de-sac,40.6804743,-73.9351033,"Bedford-Stuyvesant, Brooklyn, NY, USA",16,3.9,121,,,,,,4,4,1,1,apartment,Yes,2010,Within an hour,,"June 5, 2017",apartment,,,4,,New York
430146,"Well-appointed Brownstone Studio, Exceptionally Quiet, Bright",40.784721,-73.975405,"Upper West Side, New York, NY, USA",75,4.9,180,180,,,40,14.75%,3,2,Studio,1,studio,Yes,2009,Within 12 hours,100%,"June 5, 2017",studio,2,375,2,,New York
4249189ha,2 Bedroom 2 Bathroom Residence - 900 Square ft. Sleeps 6,,,"Midtown, New York, NY, USA",15,4.5,363,,,,,,3,6,2,2,apartment,Yes,2015,Within a few hours,,"June 6, 2017",apartment,,900,6,,New York
3834058ha,"100% PERFECT STUDIO APARTMENT IN MIDTOWN EAST FOR AN EXTENDED STAY, 24HR DOORMEN",40.755045,-73.97254,"Midtown East, New York, NY, USA",16,,175,175,,,95,,14,3,Studio,1,apartment,Yes,2012,Within an hour,100%,"June 4, 2017",apartment,4,475,3,building,New York
369024ha,"Ultra Modern Garden Apartment, 1 Minute Walk to Subway, 10 Minutes to Manhattan",40.757075,-73.919071,"Astoria, Queens, NY, USA",49,4.8,179,179,,,,,1,4,1,1,apartment,Yes,2011,Within a day,100%,"June 6, 2017",apartment,,750,4,,New York
745271,Great Views! Midtown West! Spacious! Near Everything!,,,"Midtown, New York, NY, USA",47,4.9,192,150,175,,75,10.0%,,4,Studio,1,apartment,Yes,2015,Within a few days,100%,"June 6, 2017",apartment,30,750,4,building,New York
770325,Renovated UES Loft w/ Greenwich Village Charm @ $150 per day,,,"Upper East Side, New York, NY, USA",35,4.8,232,175,,,,,2,2,1,1,apartment,Yes,2008,Within a few days,90%,"June 5, 2017",apartment,6,500,2,building,New York
3912836ha,Quiet sunny one bedroom apartment in the East Village,40.72423619,-73.98044654,"Lower Manhattan, New York, NY, USA",5,4.8,100,100,,,,,90,2,1,1,apartment,Yes,2015,Within a few days,80%,"March 24, 2017",apartment,5,650,2,building,New York
