listing_id,listing_title,latitude,longitude,location_name,number_reviews,average_rating,average_nightly_price,nightly,weekend_night,property_protection_fee,cleaning_fee,tax_rate,min_stay,sleeps,bedrooms,bathrooms,property_type,internet,member_since,response_time,response_rate,calendar_last_updated,type,floor,sq_footage,max_occupancy,building_type,city
826845,"Enjoy the oceanfront balcony, bedroom, and pool.",33.5950739,-78.981547,"Surfside Beach, SC, USA",13,4.8,79,,,,,12.0%,7,6,2,2,condo,Yes,2012,Within 12 hours,100%,"June 6, 2017",condo,1,1060,6,building,Myrtle Bech
560164,Ocean View Condo with Balcony! 1st Row from the Beach.,33.662957,-78.914391,"Myrtle Beach, SC, USA",38,4.6,65,70,,,,13.0%,3,6,1,1,condo,Yes,2014,Within an hour,100%,"June 6, 2017",condo,2,500,6,building,Myrtle Bech
3680533ha,"Early Check in 12pm!  For remaining dates 2017. $ Dollar view, parking attched.",33.66892128,-78.905981,"Myrtle Beach, SC, USA",21,4.7,336,109,,,,13.0%,4,10,3,3,condo,Yes,2014,Within a few hours,90%,"June 6, 2017",condo,11,1400,10,building,Myrtle Bech
95788,2BR Myrtle Beach Condo,33.77921677,-78.78562164,"Myrtle Beach, SC, USA",34,4.8,100,,,,,12.0%,3,6,2,1,condo,Yes,2006,Within a few days,100%,"June 7, 2017",condo,3,,6,building,Myrtle Bech
404560,"LAST MINUTE RATE , Direct Oceanfront 4BR/3BA, Sleep 16, Corner, Central location",33.66924286,-78.90476227,"Myrtle Beach, SC, USA",69,4.9,156,,,,155,12.0%,7,16,4,3,condo,Yes,2007,Within an hour,100%,"June 6, 2017",condo,12,1800,16,building,Myrtle Bech
614748,Executive Suite Condominium - Home Of The Famous Ocean Annie's Beach Bar,33.759933,-78.7897327,"Myrtle Beach, SC, USA",29,4.8,89,149,,,,,3,8,2,2,condo,Yes,2014,Within a few hours,100%,"June 4, 2017",condo,16,1200,8,building,Myrtle Bech
929524,"On the ""Half Shell"", Adorable Beach Cottage, Steps to the Ocean, Pets Welcome!",33.5986013,-78.9808534,"Surfside Beach, SC, USA",10,4.7,130,120,,,85,11.0%,2,8,2,1,house,Yes,2012,Within an hour,100%,"June 5, 2017",house,,,,,Myrtle Bech
500395,Bliss Ocean Front Studio,33.6294123,-78.9508465,"Myrtle Beach, SC, USA",28,4.8,48,,,,50,,3,6,Studio,1,condo,Yes,2013,Within a few hours,100%,"June 4, 2017",condo,4,400,6,,Myrtle Bech
470229,"2BR/2Bth Condo, Internet, Pool, Vaulted Ceilings, 42'Flat TV",33.742458,-78.854229,"Myrtle Beach, SC, USA",14,4.5,129,130,,,50,,3,6,2,2,condo,Yes,2013,Within a few days,90%,"June 5, 2017",condo,4,,6,,Myrtle Bech
606771,Family Friendly 3 bedroom/2 bath 1st Floor Condo,33.616253,-79.003675,"Surfside Beach, SC, USA",20,4.7,121,,,,,11.0%,6,8,3,2,condo,Yes,2014,Within a few hours,100%,"June 7, 2017",condo,1,1200,,building,Myrtle Bech
129336,"Beach House: 2 Kitchens, Golf Cart, Pet-friendly, FREE Linens, Towels & WIFI",33.5919047,-78.9878129,"Surfside Beach, SC, USA",77,,114,125,,,,,5,9,3,3,house,Yes,2007,Within an hour,100%,"June 7, 2017",house,,,9,,Myrtle Bech
146447ha,"HURRY May 27-June 3rd Available -In & Outdoor Pool-Lazy River~Kiddy Pool,Hot Tub",33.6699022,-78.9055566,"Myrtle Beach, SC, USA",53,4.9,213,250,265,,105,13.0%,2,8,3,3,condo,Yes,2006,Within a few hours,100%,"June 6, 2017",condo,6,1300,8,building,Myrtle Bech
427782,5 Star - Modern Shipwatch Pointe II Condo,33.76203218,-78.78744697,"Myrtle Beach, SC, USA",29,4.6,138,,,,,11.0%,3,6,2,2,condo,Yes,2012,Within a few hours,100%,"June 4, 2017",condo,3,1000,6,,Myrtle Bech
