listing_id,listing_title,latitude,longitude,location_name,number_reviews,average_rating,average_nightly_price,nightly,weekend_night,property_protection_fee,cleaning_fee,tax_rate,min_stay,sleeps,bedrooms,bathrooms,property_type,internet,member_since,response_time,response_rate,calendar_last_updated,type,floor,sq_footage,max_occupancy,building_type,city
836689,Historic estate between Phil. and NY for family gatherings and sporting friends,40.24450643,-74.82447049,"Trenton, NJ, USA",5,,750,750,780,,175,,3,10,6,3,estate,Yes,2016,Within 12 hours,100%,"May 22, 2017",estate,,,10,,Ewing
4431803ha,Beautiful Home in The Heart of Princeton for Your Adventures :),,,"Princeton, NJ, USA",2,,229,225,250,,85,,2,6,2,1,condo,Yes,2017,Within an hour,100%,"June 4, 2017",condo,2,1300,6,building,Ewing
612371,"Country Home & Studio/Pool House nestled in a 1,000 acre Nature Reserve",40.14461278,-75.07847852,"Huntingdon Valley, Bryn Athyn, PA, USA",13,,719,699,749,,125,3.07%,2,8,4,3,chateau / country house,Yes,2014,Within a few days,70%,"June 4, 2017",chateau / country house,,3500,8,,Ewing
751059,"Guest house on the Delaware river close to New Hope, Lambertville + Princeton!",40.2189831,-74.7839701,"Morrisville, Bucks County, PA, USA",23,,250,250,,,,11.0%,2,6,3,2,lodge,Yes,2015,Within 12 hours,100%,"June 1, 2017",lodge,,1800,,,Ewing
742528,A Bucks County Retreat!,,,"Doylestown, PA, USA",14,,700,450,750,,,6.0%,1,15,5,5,house,Yes,2015,Within a few days,80%,"June 6, 2017",house,,6100,15,,Ewing
605224,Temporary & long term Lodging One Bedroom In Center Doylestown Furnished,40.30990292,-75.13026301,"Doylestown, PA, USA",1,,121,148,158,,50,3.0%,2,4,1,1,apartment,Yes,2009,Within a day,80%,"May 22, 2017",apartment,3,500,4,house,Ewing
380738ha,"Romantic English Cottage in New Hope, Pa",40.38489924,-74.96235609,"New Hope, PA, USA",41,,171,200,,,,9.0%,2,2,1,1,cottage,Yes,2010,Within an hour,100%,"June 7, 2017",cottage,,,2,,Ewing
4448534ha,Princeton Home Walking Distance to Town,40.368611,-74.66032,"Princeton, NJ, USA",2,,180,175,195,,85,,2,7,3,1,house,No,2017,Within an hour,100%,"June 4, 2017",house,,,,,Ewing
239400,Garden Apartment/Great View-Bridge/Stream Down Town New Hope,40.36224365,-74.95430756,"New Hope, PA, USA",53,4.9,159,159,179,,,11.0%,2,4,1,1,apartment,Yes,2009,Within 12 hours,100%,"June 7, 2017",apartment,1,,4,house,Ewing
388947ha,In Princeton Borough for Family,40.3584119,-74.6513614,"Princeton, NJ, USA",9,3.7,180,180,,,,,,5,2,1,house,Yes,2011,Within a few hours,100%,"June 6, 2017",house,,950,5,,Ewing
764199,1790 Bucks County Stone Home,40.41855022,-75.06626228,"Point Pleasant, PA, USA",7,4.9,475,450,550,,125,11.0%,2,6,3,3,house,Yes,2015,Within a few hours,100%,"June 4, 2017",house,,2400,6,,Ewing
7951,Romantic Getaway Cottage. River Views. Bike to Town/Starbucks on Canal Towpath.,40.23012924,-74.80185699,"Morrisville, Bucks County, PA, USA",54,,200,215,,,,11.0%,2,4,1,1,cottage,Yes,2001,Within an hour,100%,"June 4, 2017",cottage,,750,4,,Ewing
266171,Historic Country Storybook Cottage,40.2415977,-75.05183703,"Jamison, PA, USA",15,4.7,130,130,150,,,11.0%,2,6,2,1,cottage,No,2009,Within a few days,80%,"June 7, 2017",cottage,,,6,,Ewing
1000372,Peaceful Getaway in New Hope on 12+ Acres. Perfect for wedding stays!,,,"New Hope, PA, USA",6,,240,240,,,100,9.0%,,9,3,1,townhome,Yes,2017,Within an hour,100%,"June 7, 2017",townhome,,,,,Ewing
562669,Quaker Farm House On Delaware River,,,"New Hope, PA, USA",4,4.3,283,225,250,,100,7.0%,2,5,3,2,house,Yes,2008,,,"June 7, 2017",house,,1700,5,,Ewing
4269701ha,Sunny Room + Private Bath Lawrenceville Princeton,,,"Lawrence Township, NJ, USA (Mercer County)",2,,77,77,,,,,1,2,1,1,house,Yes,2014,Within 12 hours,100%,"May 22, 2017",house,,,2,,Ewing
775593,"1704 English Stone Cottage On Secluded 50 Acre Farm Outside Of New Hope, PA",,,"New Hope, PA, USA",5,,229,250,,,50,9.0%,2,2,1,1,cottage,Yes,2015,Within a few days,100%,"April 28, 2017",cottage,,,2,,Ewing
643254,Lovely 2 bedroom guest cottage on the grounds of 25 acre estate near Princeton,40.352509,-74.8237537,"Hopewell Township, NJ, USA",4,,167,225,250,,75,,2,4,2,1,cottage,Yes,2014,Within a few hours,100%,"May 27, 2017",cottage,,,4,,Ewing
852781,Historic Downtown Updated Apartment 3BR Sleeps 6,40.1436994,-74.7101563,"Bordentown, NJ, USA",2,,133,150,,,100,,3,6,3,1,house,Yes,2016,Within a few days,60%,"April 9, 2017",house,,1500,6,,Ewing
3749092ha,"Walk to all! Surf City 2 Bedroom, Sunday to Sunday and miss all the traffic!!",40.262908,-74.581722,"Hightstown, NJ, USA",0,,211,,,,,,7,6,2,1,house,Yes,2014,Within a few days,30%,"April 4, 2017",house,,,6,,Ewing
1076763,3-Bedroom Bucks County Carpenter's Retreat with Contemporary Flair,,,"Wrightstown, PA, USA",1,,283,325,,,125,5.0%,,6,3,2,house,Yes,2017,Within a few hours,100%,"June 6, 2017",house,,2100,,,Ewing
3902429ha,Private upstairs room(s) and bath in Levittown house,40.1497427,-74.8736653,"Levittown, PA, USA",16,4.8,61,72,,,,6.0%,3,4,2,2,house,Yes,2015,Within an hour,100%,"June 5, 2017",house,,2000,4,,Ewing
1072433,The Federal Twist House,40.40985162,-75.0256952,"Stockton, NJ, USA",0,,828,800,900,,300,,2,12,5,3,house,Yes,2017,,,"June 3, 2017",house,,,,,Ewing
867440,Designer Treehouse Artist Studio,40.296711,-74.733513,"Lawrenceville, Lawrence Township, NJ, USA",0,,171,175,,,,,2,2,1,1,studio,Yes,2016,Within 12 hours,100%,"May 26, 2017",studio,2,500,2,cottage,Ewing
319924,"Captivating 14 Acre Estate, Great for Vacations, Sm company off-site,sm wedding",40.38971329,-74.90690613,"Lambertville, NJ, USA",28,,,2,2,,250,,1,20,7,7,chateau / country house,Yes,2010,Within an hour,100%,"June 3, 2017",chateau / country house,,,20,,Ewing
223242,Charming Guest Suite in Doylestown Historic Bucks County Home & Health retreat,40.31011,-75.12989,"Doylestown, PA, USA",3,,135,125,145,,50,5.0%,2,4,2,1,house,Yes,2009,Within a few hours,100%,"May 22, 2017",house,,500,4,,Ewing
1041855,The Cottage Left of Knowhere Farm,40.10982333,-74.61829037,"Burlington County, NJ, USA",1,,197,197,,,100,7.0%,,6,3,1,cottage,No,2017,Within a day,100%,"June 1, 2017",cottage,,,6,,Ewing
747806,Bridgetown Mill House Inn,40.18988,-74.9261063,"Langhorne, PA, USA",0,,215,215,,,,9.0%,,2,1,1,lodge,Yes,2015,Within a few days,60%,"February 21, 2017",lodge,,300,2,,Ewing
4483474ha,Private In Town Apartment On Main Street,40.31616288,-74.51477969,"Cranbury, NJ, USA",0,,119,115,,,10,7.0%,,2,1,1,studio,Yes,2017,,,"June 7, 2017",studio,1,,,,Ewing
4021301ha,Bridgetown Mill House Inn,40.18976722,-74.92647623,"Langhorne, PA, USA",0,,215,215,,,,9.0%,,2,1,1,lodge,Yes,2015,Within a few days,70%,"May 20, 2017",lodge,,300,2,,Ewing
4441176ha,Cozy Furnished Room with Private Entrance,,,"Upper Makefield, PA, USA",0,,151,119,,,,,2,2,1,1,bed & breakfast,Yes,2017,,,"February 24, 2017",bed & breakfast,,,2,,Ewing
4489314ha,Luxury Residential Apartments at Princeton Forrestal and Forrestal Village is just a short drive away,40.3616542,-74.619548,"Princeton, NJ, USA",0,,225,,,,,,2,5,2,2,apartment,Yes,2014,Within a day,,"June 7, 2017",apartment,,,5,,Ewing
