listing_id,listing_title,latitude,longitude,location_name,number_reviews,average_rating,average_nightly_price,nightly,weekend_night,property_protection_fee,cleaning_fee,tax_rate,min_stay,sleeps,bedrooms,bathrooms,property_type,internet,member_since,response_time,response_rate,calendar_last_updated,type,floor,sq_footage,max_occupancy,building_type,city
850118,Visit Our Family & Pet Friendly Cottage in OBX!,35.999631,-75.6551889,"Kill Devil Hills, NC, USA",23,4.8,143,,,,,12.75%,3,10,3,3,house,Yes,2016,Within a few hours,100%,"June 6, 2017",house,,1950,10,,Kill Devil Hills
91719,Bungalow-100 Yards to Ocean---Book now for Fall!,36.03921509,-75.67395782,"Kill Devil Hills, NC, USA",62,4.7,121,75,,,,12.5%,4,5,2,1,house,Yes,2006,Within an hour,100%,"June 6, 2017",house,,1200,5,,Kill Devil Hills
785832,Location!  Location!  Location!,36.032299,-75.66703,"Kill Devil Hills, NC, USA",26,4.8,142,95,,,,12.75%,3,6,2,2,condo,Yes,2015,Within an hour,100%,"May 30, 2017",condo,3,900,6,building,Kill Devil Hills
840861,"A Great Bargin, Pet Friendly. Two blocks from the beach.",36.047462,-75.682813,"Kill Devil Hills, NC, USA",16,4.3,79,,,,,,7,6,3,2,cottage,Yes,2016,Within a few hours,100%,"June 6, 2017",cottage,,1000,6,,Kill Devil Hills
356616,Ready for Summer? Affordable 3 bedroom!,36.04220581,-75.68276978,"Kill Devil Hills, NC, USA",55,4.9,110,100,,,,,3,6,3,2,house,Yes,2011,Within an hour,100%,"June 4, 2017",house,,1550,,,Kill Devil Hills
639730,Cozy Two bedroom cottage in the heart of Kill Devil Hills,35.9969139,-75.652321,"Kill Devil Hills, NC, USA",67,4.9,163,175,,,,12.75%,2,6,2,2,cottage,Yes,2014,Within 12 hours,100%,"June 7, 2017",cottage,,960,6,,Kill Devil Hills
838309,"Ocean Side, Hot Tub, Pet Friendly, Remodeled Beach Home",36.025421,-75.667469,"Kill Devil Hills, NC, USA",17,4.9,286,200,,,,12.75%,3,8,3,2,house,Yes,2016,Within an hour,100%,"June 6, 2017",house,,1020,8,,Kill Devil Hills
284213,Victoria Place Penthouse  402 - 400 Ft to the Beach! OBX * Friday to Friday,36.007164,-75.65361786,"Kill Devil Hills, NC, USA",28,4.8,329,300,350,,0,12.75%,3,6,3,3,condo,Yes,2010,Within a few hours,100%,"June 5, 2017",condo,4,2600,6,,Kill Devil Hills
605382,Now Booking for Your 2017 OBX Beach Vacation!,35.99968496,-75.65523417,"Kill Devil Hills, NC, USA",32,4.9,129,,,,,12.75%,3,8,3,2,house,Yes,2014,Within a few hours,100%,"June 3, 2017",house,,,8,,Kill Devil Hills
436096,"Oceanfront, 3 bed/2 bath, Pet Friendly, Linens Included, WiFi,",36.048625,-75.677638,"Kill Devil Hills, NC, USA",26,4.9,257,,,,,12.75%,7,7,3,2,house,Yes,2012,Within a few days,90%,"June 3, 2017",house,,,,,Kill Devil Hills
