listing_id,listing_title,latitude,longitude,location_name,number_reviews,average_rating,average_nightly_price,nightly,weekend_night,property_protection_fee,cleaning_fee,tax_rate,min_stay,sleeps,bedrooms,bathrooms,property_type,internet,member_since,response_time,response_rate,calendar_last_updated,type,floor,sq_footage,max_occupancy,building_type,city,state
4493491ha,"The Perfect Large Chelsea Studio: Everything You Want, The Best Place to Be",40.73980026,-73.9985129,"Midtown, New York, NY, USA",0,,105,105,,,100,,30,1,Studio,1,apartment,Yes,2017,Within a few days,85%,"June 7, 2017",apartment,3,600,,building,New York,NY
3931926ha,Sunny Heart of East Village Loft-Style Apt,,,"Lower Manhattan, New York, NY, USA",1,,195,,,,,5.0%,7,3,2,1,apartment,No,2015,Within a day,80%,"May 8, 2017",apartment,,,3,,New York,NY
4541865ha,Midtown Sleep 6 Central Convenience,,,"Midtown, New York, NY, USA",0,,499,499,,,75,,,6,1,1,apartment,No,2017,,,"June 1, 2017",apartment,,,,,New York,NY
4328129ha,Beautiful One bedroom Apartment in Long Island City/Astoria,,,"Astoria, Queens, NY, USA",0,,,3,,,,,30,4,1,1,condo,No,2016,Within a few days,60%,"October 26, 2016",condo,,,,,New York,NY
947250,"Sun-filled, 1 bedroom, 2 bath, modern condo in trendy Harlem (6 mo. min. req.)",,,"Upper Manhattan, New York, NY, USA",0,,,160,,,,,180,2,1,2,condo,No,2013,,,"October 23, 2016",condo,,,,,New York,NY
4474025ha,"Beautiful fully furnished  unit , 24/7 doorman, gym ad more",,,"Williamsburg, Brooklyn, NY, USA",0,,195,195,,,200,5.88%,30,2,1,1,apartment,No,2017,,,"February 24, 2017",apartment,10,,,building,New York,NY
1074631,Beautiful Home In Brooklyn - Sleeps 7,,,"Windsor Terrace, Brooklyn, NY, USA",0,,490,490,,,125,,5,7,4,2,house,No,2017,,,"May 17, 2017",house,,,,,New York,NY
3776443ha,Beautiful Ideally Located 1930's Columbus Circle Apartment,40.767258,-73.984671,"Hell's Kitchen, New York, NY, USA",0,,,,,,,12.0%,180,4,1,2,apartment,Yes,2014,,,"July 29, 2014",apartment,12,,4,,New York,NY
4567610ha,Queen bed in Shared Apartment Close to JFK & Bus to Manhattan,,,"Canarsie, Brooklyn, NY, USA",0,,85,85,95,,25,,2,3,1,1,apartment,Yes,2016,,,"June 6, 2017",apartment,1,,,house,New York,NY
4567317ha,Sunny Large 1 Bedroom In Williamsburg!,,,"Williamsburg, Brooklyn, NY, USA",0,,126,126,,,100,,1,2,1,1,apartment,No,2017,,,"May 26, 2017",apartment,,,,,New York,NY
3516185ha,Harlem on the Range entire apartment,40.8086,-73.944056,"Upper Manhattan, New York, NY, USA",0,,113,,,,,6.0%,30,4,1,1,apartment,Yes,2013,Within a few hours,100%,"May 14, 2017",apartment,1,700,4,,New York,NY
4496427ha,"Luxurious Townhouse, Stylishly Curated And Fully Serviced",40.71873028,-74.00901619,"Lower Manhattan, New York, NY, USA",0,,,1,,,200,14.75%,4,8,3,2,townhome,Yes,2017,,,"June 5, 2017",townhome,,,,,New York,NY
4322029ha,Luxury 3 bdr/2bth Loft in the heart of Union Square-fully equipped and furnished,,,"Midtown, New York, NY, USA",0,,500,500,,,,14.5%,30,7,4,2,apartment,Yes,2016,Within a few days,50%,"February 23, 2017",apartment,5,2000,7,building,New York,NY
4561755ha,Beautiful and spacious Harlem 2 bedroom apartment,,,"Upper Manhattan, New York, NY, USA",0,,140,140,,,100,5.88%,30,3,2,1,apartment,No,2017,,,"May 30, 2017",apartment,,,,,New York,NY
4531151ha,"Sunny Midtown East One Bedroom A with A/C, WiFi",,,"Midtown, New York, NY, USA",0,,115,,,,100,,30,2,1,1,apartment,No,2017,,,"June 1, 2017",apartment,,,,,New York,NY
1015596,LUXURY HI-RISE 1BEDROOM APARTMENT IN BROOKLYN,,,"Downtown Brooklyn, Brooklyn, NY, USA",0,,259,,,,194,,30,3,1,1,apartment,Yes,2014,,,"May 26, 2017",apartment,15,,3,building,New York,NY
4477882ha,Furnished-Light-filled room garden apt in beautiful brownstone!,,,"Prospect Lefferts Gardens, Brooklyn, NY, USA",0,,,1,,,20,,30,2,2,1,house,No,2017,,,"March 2, 2017",house,,,,,New York,NY
4466379ha,COZY 1 BEDROOM PRIVATE APARTMENT NEAR TRAIN AND HOSPITAL,,,"East Bronx, Bronx, NY, USA",0,,125,125,,,30,,,1,1,1,house,No,2017,,,"April 20, 2017",house,,,,,New York,NY
4489432ha?unitId=5081407,"Luxury Modern Apartments near Hells Kitchen and the Hudson Yards District, blocks away from Hudson River Park    - Luxury Studio",40.7615318,-73.9987793,"Midtown, New York, NY, USA",0,,267,,,,,,29,3,Studio,1,apartment,Yes,2014,Within a day,,"June 7, 2017",apartment,,,3,,New York,NY
4572553ha,"Rockaway Chic Houseboat Escape, Serene & Airy!",,,"Arverne, Queens, NY, USA",0,,254,250,,,35,8.88%,2,4,2,1,house,No,2017,,,"June 6, 2017",house,,,,,New York,NY
4500121ha,Dominque's Unique New York City 2-Bedroom Pad,40.880995,-73.835115,"East Bronx, Bronx, NY, USA",0,,129,130,,,50,,3,4,2,1,apartment,No,2015,Within a few hours,100%,"June 6, 2017",apartment,,,,,New York,NY
1065065,"Large Park Slope 2BR on Quiet Residential Avenue, Close to Everything",,,"Park Slope, Brooklyn, NY, USA",0,,225,225,,,100,,4,6,2,1,apartment,No,2017,,,"May 24, 2017",apartment,,,,,New York,NY
1034408,"Stunning modern 1BR APT, 15min from grand central",40.745129,-73.922543,"Sunnyside, Queens, NY, USA",0,,140,140,,,65,,3,4,1,1,apartment,Yes,2017,,,"May 10, 2017",apartment,3,650,4,building,New York,NY
4489591ha,Fully Furnished - Spacious 3 Bedroom Apartment | Nolita !,,,"Lower Manhattan, New York, NY, USA",0,,225,225,,,250,6.0%,30,6,3,1,apartment,No,2017,,,"April 18, 2017",apartment,,,,,New York,NY
476723,CHELSEA HOME STEPS TO THE HIGHLINE & SUBWAY!,40.7445931,-74.0008417,"Midtown, New York, NY, USA",2,3.5,204,199,225,,100,,3,3,1,1,apartment,Yes,2013,Within an hour,100%,"October 5, 2015",apartment,1,550,3,building,New York,NY
4483035ha,MODERN WEST VILLAGE PENTHOUSE WITH SMALL BALCONY,40.7378117,-74.0023231,"Lower Manhattan, New York, NY, USA",0,,217,,,,200,,31,6,2,2,townhome,Yes,2008,Within a day,100%,"March 28, 2017",townhome,4,,6,building,New York,NY
1078079,Perfect Williamsburg Loft Near Waterfront,,,"Williamsburg, Brooklyn, NY, USA",0,,275,275,,,50,,3,5,2,1,apartment,No,2017,,,"May 18, 2017",apartment,,,,,New York,NY
4524085ha,Beautiful Brooklyn Row House with Backyard - Entire house,,,"Windsor Terrace, Brooklyn, NY, USA",0,,459,459,,,150,,7,6,3,4,house,No,2017,,,"April 23, 2017",house,,,,,New York,NY
387610ha,Charming Greenwich Village apartment.,40.7353175,-73.9964353,"Lower Manhattan, New York, NY, USA",4,,425,425,,,75,,7,2,1,1,apartment,Yes,2011,Within a few days,60%,"August 30, 2015",apartment,,900,2,,New York,NY
3862606ha,"Garden Duplex In Clinton Hill, Brooklyn",40.684545,-73.962858,"Clinton Hill, Brooklyn, NY, USA",0,,429,550,,,,,3,8,4,2,townhome,Yes,2014,Within a day,80%,"May 30, 2017",townhome,,1800,8,house,New York,NY
1077875,"BRIGHT, SUNNY TOP FLOOR OF BROWNSTONE IN BED-STUY, BROOKLYN",,,"Bedford-Stuyvesant, Brooklyn, NY, USA",0,,100,100,,,50,8.25%,21,2,1,1,apartment,No,2017,,,"May 26, 2017",apartment,,,,,New York,NY
